,date,coolingdegreedays,coolingdegreedaysnormal,fog,gdegreedays,hail,heatingdegreedays,heatingdegreedaysnormal,humidity,maxdewpti,maxdewptm,maxhumidity,maxpressurei,maxpressurem,maxtempi,maxtempm,maxvisi,maxvism,maxwspdi,maxwspdm,meandewpti,meandewptm,meanpressurei,meanpressurem,meantempi,meantempm,meanvisi,meanvism,meanwdird,meanwdire,meanwindspdi,meanwindspdm,mindewpti,mindewptm,minhumidity,minpressurei,minpressurem,mintempi,mintempm,minvisi,minvism,minwspdi,minwspdm,monthtodatecoolingdegreedays,monthtodatecoolingdegreedaysnormal,monthtodateheatingdegreedays,monthtodateheatingdegreedaysnormal,monthtodatesnowfalli,monthtodatesnowfallm,precipi,precipm,precipsource,rain,since1jancoolingdegreedays,since1jancoolingdegreedaysnormal,since1julheatingdegreedays,since1julheatingdegreedaysnormal,since1julsnowfalli,since1julsnowfallm,since1sepcoolingdegreedays,since1sepcoolingdegreedaysnormal,since1sepheatingdegreedays,since1sepheatingdegreedaysnormal,snow,snowdepthi,snowdepthm,snowfalli,snowfallm,thunder,tornado
0,"{'pretty': '12:00 AM +07 on February 16, 2015', 'year': '2015', 'mon': '02', 'mday': '16', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",17,,0,32,0,0,,67,70,21,83,29.95,1014,91,33,6.2,10.0,13,20,67,19,29.88,1011.77,82,28,5.2,8.4,144,SE,6,10,64,18,43,29.80,1009,73,23,3.7,6.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on February 17, 2015', 'year': '2015', 'mon': '02', 'mday': '17', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",17,,0,32,0,0,,62,68,20,83,29.92,1013,91,33,6.2,10.0,13,20,66,19,29.85,1010.77,82,28,6.1,9.8,138,SE,6,10,61,16,38,29.80,1009,73,23,5.0,8.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on February 18, 2015', 'year': '2015', 'mon': '02', 'mday': '18', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,65,70,21,94,29.92,1013,95,35,6.2,10.0,15,24,68,20,29.85,1010.83,83,28,5.1,8.2,138,SE,5,8,64,18,36,29.77,1008,71,22,3.1,5.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on February 19, 2015', 'year': '2015', 'mon': '02', 'mday': '19', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,61,72,22,74,29.98,1015,91,33,6.2,10.0,9,15,67,20,29.89,1011.98,84,29,6.2,10.0,126,SE,6,9,64,18,43,29.80,1009,77,25,6.2,10.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on February 20, 2015', 'year': '2015', 'mon': '02', 'mday': '20', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,61,70,21,83,29.95,1014,93,34,6.2,10.0,13,20,67,20,29.89,1011.98,84,29,6.2,10.0,122,ESE,6,10,64,18,41,29.80,1009,75,24,6.2,10.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on February 21, 2015', 'year': '2015', 'mon': '02', 'mday': '21', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,65,70,21,78,29.95,1014,91,33,6.2,10.0,14,22,68,20,29.88,1011.50,84,29,6.2,10.0,138,SE,8,13,64,18,46,29.80,1009,77,25,6.2,10.0,5,7,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on February 22, 2015', 'year': '2015', 'mon': '02', 'mday': '22', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,66,72,22,83,29.98,1015,91,33,6.2,10.0,12,18,69,21,29.89,1012.12,83,28,6.2,10.0,145,SE,7,11,66,19,46,29.83,1010,75,24,6.2,10.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on February 23, 2015', 'year': '2015', 'mon': '02', 'mday': '23', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,68,72,22,83,29.95,1014,91,33,6.2,10.0,13,20,70,21,29.89,1011.91,84,29,6.2,10.0,148,SSE,7,11,68,20,49,29.80,1009,77,25,6.2,10.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on February 24, 2015', 'year': '2015', 'mon': '02', 'mday': '24', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,68,72,22,83,29.95,1014,89,32,6.2,10.0,10,17,70,21,29.86,1011.13,83,28,6.2,10.0,153,SSE,6,10,70,21,52,29.77,1008,77,25,6.2,10.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on February 25, 2015', 'year': '2015', 'mon': '02', 'mday': '25', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",16,,0,32,0,0,,69,70,21,78,29.89,1012,86,30,6.2,10.0,12,18,69,20,29.84,1010.48,82,28,6.2,10.0,157,SSE,7,12,64,18,51,29.80,1009,77,25,6.2,10.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on February 26, 2015', 'year': '2015', 'mon': '02', 'mday': '26', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,66,72,22,83,29.92,1013,93,34,6.2,10.0,13,20,69,20,29.84,1010.40,84,29,6.1,9.8,150,SSE,7,11,64,18,38,29.77,1008,75,24,5.0,8.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on February 27, 2015', 'year': '2015', 'mon': '02', 'mday': '27', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,65,72,22,89,29.92,1013,95,35,6.2,10.0,13,20,70,21,29.84,1010.17,85,30,6.1,9.9,135,SE,7,11,66,19,39,29.77,1008,75,24,5.0,8.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on February 28, 2015', 'year': '2015', 'mon': '02', 'mday': '28', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,66,72,22,78,29.92,1013,93,34,6.2,10.0,13,20,71,22,29.84,1010.48,86,30,6.2,10.0,140,SE,7,11,70,21,46,29.77,1008,78,26,6.2,10.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 01, 2015', 'year': '2015', 'mon': '03', 'mday': '01', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,37,0,0,,60,72,22,74,29.92,1013,96,36,6.2,10.0,12,18,69,21,29.85,1010.73,87,31,6.2,10.0,121,ESE,7,11,66,19,37,29.77,1008,78,26,6.2,10.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 02, 2015', 'year': '2015', 'mon': '03', 'mday': '02', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,63,70,21,83,29.95,1014,93,34,6.2,10.0,14,22,68,20,29.86,1011.06,84,29,6.1,9.8,115,ESE,7,12,63,17,38,29.77,1008,75,24,1.3,2.1,4,6,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 03, 2015', 'year': '2015', 'mon': '03', 'mday': '03', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,66,72,22,78,29.92,1013,89,32,6.2,10.0,10,17,69,21,29.83,1009.87,83,28,6.2,10.0,162,SSE,6,9,66,19,46,29.71,1006,77,25,6.2,10.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 04, 2015', 'year': '2015', 'mon': '03', 'mday': '04', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,66,72,22,78,29.92,1013,91,33,6.2,10.0,13,20,70,21,29.84,1010.40,84,30,6.2,10.0,162,SSE,6,10,68,20,46,29.77,1008,78,26,6.2,10.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 05, 2015', 'year': '2015', 'mon': '03', 'mday': '05', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,64,72,22,78,29.95,1014,93,34,6.2,10.0,15,24,69,21,29.88,1011.68,86,30,6.2,10.0,148,SSE,7,11,64,18,41,29.80,1009,78,26,6.2,10.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 06, 2015', 'year': '2015', 'mon': '03', 'mday': '06', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",21,,0,36,0,0,,65,73,23,83,29.92,1013,95,35,6.2,10.0,15,24,70,21,29.86,1011.08,86,30,6.2,10.0,140,SE,8,13,66,19,39,29.77,1008,77,25,6.2,10.0,5,7,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 07, 2015', 'year': '2015', 'mon': '03', 'mday': '07', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",21,,0,36,0,0,,64,73,23,83,29.92,1013,95,35,6.2,10.0,13,20,70,21,29.86,1011.12,86,30,6.2,10.0,142,SE,7,11,66,19,41,29.80,1009,77,25,6.2,10.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 08, 2015', 'year': '2015', 'mon': '03', 'mday': '08', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,55,70,21,74,29.95,1014,93,34,6.2,10.0,13,20,66,19,29.89,1011.94,86,30,6.2,10.0,139,SE,8,13,61,16,34,29.83,1010,78,26,6.2,10.0,6,9,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 09, 2015', 'year': '2015', 'mon': '03', 'mday': '09', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",21,,0,36,0,0,,61,73,23,74,29.98,1015,95,35,6.2,10.0,14,22,68,20,29.91,1012.65,86,30,6.2,10.0,131,SE,7,12,64,18,36,29.86,1011,77,25,6.2,10.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 10, 2015', 'year': '2015', 'mon': '03', 'mday': '10', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",21,,0,36,0,0,,58,70,21,78,29.98,1015,95,35,6.2,10.0,13,20,67,20,29.90,1012.48,86,30,6.2,10.0,130,SE,8,13,61,16,36,29.83,1010,77,25,6.2,10.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 11, 2015', 'year': '2015', 'mon': '03', 'mday': '11', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,52,68,20,78,30.01,1016,96,36,6.2,10.0,14,22,63,17,29.93,1013.40,84,30,6.2,10.0,119,ESE,8,13,55,13,25,29.86,1011,73,23,6.2,10.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 12, 2015', 'year': '2015', 'mon': '03', 'mday': '12', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,57,70,21,83,29.98,1015,95,35,6.2,10.0,14,22,66,19,29.91,1012.81,84,29,6.0,9.6,125,SE,7,11,61,16,32,29.83,1010,73,23,5.0,8.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 13, 2015', 'year': '2015', 'mon': '03', 'mday': '13', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,36,0,0,,57,70,21,70,29.98,1015,95,35,6.2,10.0,14,22,67,19,29.91,1012.62,86,30,6.2,10.0,130,SE,9,15,63,17,34,29.83,1010,78,26,6.2,10.0,7,11,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 14, 2015', 'year': '2015', 'mon': '03', 'mday': '14', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,36,0,0,,62,72,22,78,30.01,1016,95,35,6.2,10.0,14,22,69,21,29.94,1013.58,86,30,6.2,10.0,141,SE,8,14,66,19,39,29.86,1011,78,26,6.2,10.0,6,9,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 15, 2015', 'year': '2015', 'mon': '03', 'mday': '15', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,65,72,22,78,30.01,1016,91,33,6.2,10.0,14,22,70,21,29.93,1013.48,84,30,6.2,10.0,154,SSE,8,12,68,20,49,29.86,1011,78,26,6.2,10.0,5,7,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 16, 2015', 'year': '2015', 'mon': '03', 'mday': '16', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,66,72,22,83,30.01,1016,91,33,6.2,10.0,12,18,70,21,29.93,1013.25,84,29,6.1,9.9,148,SSE,7,11,66,19,46,29.86,1011,77,25,5.0,8.0,5,7,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 17, 2015', 'year': '2015', 'mon': '03', 'mday': '17', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,64,72,22,78,29.95,1014,91,33,6.2,10.0,14,22,69,20,29.86,1011.15,84,29,6.2,10.0,158,SSE,7,11,66,19,43,29.77,1008,77,25,6.2,10.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 18, 2015', 'year': '2015', 'mon': '03', 'mday': '18', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,62,70,21,78,29.89,1012,91,33,6.2,10.0,12,18,68,20,29.83,1010.00,84,29,6.2,10.0,158,SSE,7,11,64,18,43,29.77,1008,77,25,6.2,10.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 19, 2015', 'year': '2015', 'mon': '03', 'mday': '19', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,63,70,21,83,29.89,1012,95,35,6.2,10.0,14,22,68,20,29.83,1009.90,85,30,6.2,9.9,174,South,6,10,66,19,39,29.74,1007,75,24,4.3,7.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 20, 2015', 'year': '2015', 'mon': '03', 'mday': '20', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,34,0,0,,66,72,22,74,29.92,1013,89,32,6.2,10.0,14,22,70,21,29.85,1010.81,84,29,6.2,10.0,149,SSE,7,12,68,20,52,29.77,1008,78,26,6.2,10.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 21, 2015', 'year': '2015', 'mon': '03', 'mday': '21', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,54,68,20,74,29.95,1014,93,34,6.2,10.0,15,24,64,18,29.89,1011.94,85,30,6.2,10.0,135,SE,7,12,55,13,31,29.83,1010,77,25,6.2,10.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 22, 2015', 'year': '2015', 'mon': '03', 'mday': '22', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,61,72,22,78,29.95,1014,93,34,6.2,10.0,14,22,68,20,29.88,1011.67,85,30,6.2,10.0,138,SE,7,11,63,17,38,29.80,1009,77,25,6.2,10.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 23, 2015', 'year': '2015', 'mon': '03', 'mday': '23', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,59,72,22,74,29.92,1013,93,34,6.2,10.0,14,22,68,20,29.86,1010.90,86,30,6.2,10.0,139,SE,8,14,61,16,36,29.77,1008,78,26,6.2,10.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 24, 2015', 'year': '2015', 'mon': '03', 'mday': '24', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,36,0,0,,58,72,22,78,29.95,1014,95,35,6.2,10.0,14,22,68,20,29.87,1011.42,86,30,6.2,10.0,125,SE,8,12,63,17,34,29.80,1009,78,26,6.2,10.0,5,7,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 25, 2015', 'year': '2015', 'mon': '03', 'mday': '25', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,38,0,0,,52,72,22,70,29.95,1014,98,37,6.2,10.0,16,26,66,19,29.89,1011.94,88,31,6.2,10.0,115,ESE,8,13,59,15,27,29.83,1010,77,25,6.2,10.0,5,7,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 26, 2015', 'year': '2015', 'mon': '03', 'mday': '26', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,38,0,0,,55,73,23,78,29.98,1015,98,37,6.2,10.0,13,20,68,20,29.91,1012.73,88,31,6.1,9.8,109,ESE,8,13,63,17,30,29.83,1010,77,25,3.7,6.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on March 27, 2015', 'year': '2015', 'mon': '03', 'mday': '27', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",24,,0,39,0,0,,54,72,22,78,29.98,1015,100,38,6.2,10.0,15,24,68,20,29.91,1012.69,89,32,6.1,9.8,108,ESE,8,12,63,17,30,29.83,1010,78,26,4.3,7.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on March 28, 2015', 'year': '2015', 'mon': '03', 'mday': '28', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,38,0,0,,54,70,21,74,29.92,1013,98,37,6.2,10.0,15,24,67,19,29.86,1011.08,88,31,6.2,10.0,108,ESE,8,13,63,17,32,29.77,1008,77,25,6.2,10.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 29, 2015', 'year': '2015', 'mon': '03', 'mday': '29', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,37,0,0,,56,72,22,70,29.92,1013,96,36,6.2,10.0,15,24,69,20,29.84,1010.19,87,31,6.2,10.0,122,ESE,8,13,66,19,37,29.77,1008,78,26,6.2,10.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 30, 2015', 'year': '2015', 'mon': '03', 'mday': '30', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,37,0,0,,63,73,23,74,29.92,1013,96,36,6.2,10.0,14,22,71,21,29.84,1010.40,87,31,6.2,10.0,113,ESE,8,12,70,21,41,29.77,1008,78,26,6.2,10.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on March 31, 2015', 'year': '2015', 'mon': '03', 'mday': '31', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,64,73,23,79,29.92,1013,93,34,6.2,10.0,14,22,71,22,29.85,1010.56,86,30,6.2,10.0,141,SE,8,12,68,20,46,29.77,1008,78,26,6.2,10.0,5,7,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 01, 2015', 'year': '2015', 'mon': '04', 'mday': '01', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,68,73,23,83,29.89,1012,93,34,6.2,10.0,13,20,72,22,29.82,1009.81,86,30,6.2,10.0,153,SSE,6,10,70,21,49,29.74,1007,78,26,6.2,10.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 02, 2015', 'year': '2015', 'mon': '04', 'mday': '02', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,36,0,0,,66,75,24,84,29.86,1011,93,34,6.2,10.0,12,18,72,22,29.78,1008.31,86,30,6.2,10.0,169,South,5,9,70,21,46,29.68,1005,80,27,5.6,9.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 03, 2015', 'year': '2015', 'mon': '04', 'mday': '03', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,38,0,0,,68,75,24,84,29.80,1009,95,35,6.2,10.0,14,22,74,23,29.73,1006.71,88,31,6.1,9.9,181,South,6,10,72,22,47,29.65,1004,80,27,5.0,8.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 04, 2015', 'year': '2015', 'mon': '04', 'mday': '04', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,38,0,0,,67,75,24,84,29.80,1009,95,35,6.2,10.0,13,20,73,23,29.74,1006.92,88,31,6.2,10.0,150,SSE,7,11,68,20,46,29.68,1005,80,27,5.0,8.0,5,7,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 05, 2015', 'year': '2015', 'mon': '04', 'mday': '05', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,66,73,23,79,29.83,1010,89,32,6.2,10.0,9,15,72,22,29.77,1008.00,84,30,6.2,10.0,163,SSE,6,10,68,20,49,29.71,1006,80,27,6.2,10.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 06, 2015', 'year': '2015', 'mon': '04', 'mday': '06', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",22,,0,36,0,0,,62,73,23,79,29.86,1011,93,34,6.2,10.0,12,18,70,21,29.79,1008.50,86,30,6.2,10.0,157,SSE,6,10,61,16,38,29.71,1006,80,27,6.2,10.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 07, 2015', 'year': '2015', 'mon': '04', 'mday': '07', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",23,,0,38,0,0,,63,75,24,84,29.86,1011,96,36,6.2,10.0,14,22,71,22,29.79,1008.75,88,32,5.8,9.3,131,SE,7,11,64,18,34,29.71,1006,80,27,3.7,6.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 08, 2015', 'year': '2015', 'mon': '04', 'mday': '08', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",23,,0,38,0,0,,54,72,22,74,29.89,1012,98,37,6.2,10.0,16,26,67,19,29.81,1009.49,88,32,6.2,10.0,133,SE,10,16,59,15,27,29.74,1007,78,26,6.2,10.0,7,11,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 09, 2015', 'year': '2015', 'mon': '04', 'mday': '09', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",24,,0,39,0,0,,53,70,21,70,29.89,1012,98,37,6.2,10.0,13,20,67,20,29.83,1010.06,89,32,6.2,10.0,124,SE,7,11,61,16,29,29.77,1008,80,27,5.6,9.0,5,7,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 10, 2015', 'year': '2015', 'mon': '04', 'mday': '10', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",23,,0,38,0,0,,57,72,22,74,29.92,1013,96,36,6.2,10.0,14,22,69,21,29.83,1010.04,88,32,6.1,9.9,126,SE,7,11,63,17,32,29.77,1008,80,27,4.3,7.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on April 11, 2015', 'year': '2015', 'mon': '04', 'mday': '11', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",24,,0,38,0,0,,57,72,22,70,29.92,1013,95,35,6.2,10.0,14,22,69,21,29.86,1010.90,88,32,6.2,10.0,133,SE,8,13,66,19,39,29.80,1009,82,28,6.2,10.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
